title,institution,published,year,cited,accred,Labeling
PELATIHAN PETUNJUK UMUM PORTOFOLIO DALAM UPAYA MENINGKATKAN PARTISIPASI PENERIMAAN MAHASISWA BARU PROGRAM STUDI PENDIDIKAN JASMANI UNIVERSITAS LAMPUNG,"Jurusan Pendidikan Bahasa dan Sastra Indonesia, FKIP Universitas Lampung","Education Language and Arts (ELA) Vol. 1 No. 2 September (2022): Education, Language, and Arts: Jurnal Pengabdian Kepada Masyarakat194--199",2022,DOI: -,Accred : Unknown,
Pelatihan Pembuatan Soal Online untuk Guru Pendidikan Jasmani SD di Kecamatan Tanjung Karang Barat Kota Bandar Lampung,Jurusan Ilmu Pendidikan - Universitas Lampung,Jurnal Pengabdian Masyarakat Ilmu Pendidikan Vol. 1 No. 01 (2022): Mei 2022,2022,DOI: 10.23960/jpmip.v1i01.32,Accred : Unknown,
Workshop Penyusunan Standar Penilaian Pendidikan di Poltekes Tanjung Karang Bandar Lampung,Yayasan Almubarak Fil Ilmi,Almufi Jurnal Pengabdian Kepada Masyarakat Vol 2 No 2: Desember (2022)99-104,2022,DOI: -,Accred : Unknown,
PENGARUH KEKERASAN VERBAL TERHADAP KEPERCAYAAN DIRI ANAK USIA DINI,FKIP Universitas sriwijaya,"Tumbuh Kembang: Kajian Teori dan Pembelajaran PAUD Vol 9, No 2 (2022): JURNAL TUMBUHKEMBANG EDISI NOVEMBER 2022231-242",2022,DOI: 10.36706/jtk.v9i2.19209,Accred : Sinta 4,
Pendampingan: Pemanfaatan dan Pengelolaan Sampah di SMAN 9 Bandar Lampung,Yayasan Pendidikan dan Kebudayaan Dharma Wacana,"Jurnal Pengabdian Dharma Wacana Vol 3, No 3 (2022): Jurnal Pengabdian Dharma Wacana255-266",2022,DOI: 10.37295/jpdw.v3i3.320,Accred : Sinta 5,
ANALISIS SENTIMEN TWEET KASUS KEBOCORAN DATA PENGGUNAAN FACEBOOK OLEH CAMBRIGDE ANALYTICA,"Department of Computer Science, Faculty of Mathematics and Natural Sciences, University of Lampung",Jurnal Pepadun Vol. 3 No. 1 (2022): April140-147,2022,DOI: 10.23960/pepadun.v3i1.108,Accred : Sinta 4,
ANALISIS JARINGAN PENGGUNA PLATFORM MUSIK DALAM MEMBENTUK TREN MUSIK,"Department of Computer Science, Faculty of Mathematics and Natural Sciences, University of Lampung",Jurnal Pepadun Vol. 3 No. 2 (2022): August296-305,2022,DOI: 10.23960/pepadun.v3i2.125,Accred : Sinta 4,
RANCANG BANGUN SISTEM INFORMASI INVENTORI PADA CV. MORIA BERBASIS JAVA,"Department of Computer Science, Faculty of Mathematics and Natural Sciences, University of Lampung",Jurnal Pepadun Vol. 3 No. 2 (2022): August306-313,2022,DOI: 10.23960/pepadun.v3i2.126,Accred : Sinta 4,
Sistem Informasi Komite Lingkungan PT. Bukit Asam Unit Pelabuhan Tarahan,"Department of Computer Science, Faculty of Mathematics and Natural Sciences, University of Lampung",Jurnal Pepadun Vol. 3 No. 3 (2022): December408-415,2022,DOI: 10.23960/pepadun.v3i3.131,Accred : Sinta 4,
SISTEM INFORMASI PENGELOLAAN RETRIBUSI PASAR DEKON PADA DINAS PERDAGANGAN KABUPATEN LAMPUNG UTARA MENGGUNAKAN METODE PROTOTYPE,"Department of Computer Science, Faculty of Mathematics and Natural Sciences, University of Lampung",Jurnal Pepadun Vol. 3 No. 1 (2022): April130-139,2022,DOI: 10.23960/pepadun.v3i1.109,Accred : Sinta 4,
Gratifikasi Pasca Reformasi di Indonesia,Nur Science Institute,Jurnal Ilmiah Keuangan Akuntansi Bisnis (JIKAB) Vol 1 No 3 (2022): Jurnal Ilmiah Keuangan Akuntansi Bisnis176-185,2022,DOI: 10.53088/jikab.v1i3.37,Accred : Unknown,
Pengaruh Gaya Belajar Terhadap Hasil Belajar IPA di SD Negeri 3 Tiuh Memon,Fakultas Keguruan dan Ilmu Pendidikan Universitas Lampung,"Jurnal Pedagogik Vol 10, No 2 (2022): Jurnal Pedagogi",2022,DOI: -,Accred : Unknown,
Pelatihan Pengembangan Media Pembelajaran Interaktif Berbasis Audio Visual Bagi Mahasiswa PGSD Universitas Lampung,Jurusan Ilmu Pendidikan - Universitas Lampung,Jurnal Pengabdian Masyarakat Ilmu Pendidikan Vol. 1 No. 02 (2022): November 2022,2022,DOI: 10.23960/jpmip.v1i02.85,Accred : Unknown,
The Relationship between Efficacy and Self-Regulation with Learning Outcomes in Elementary School Mathematics,Universitas Islam Negeri Raden Intan Lampung,"TERAMPIL: Jurnal Pendidikan dan Pembelajaran Dasar Vol 9, No 2 (2022): TERAMPIL205-214",2022,DOI: 10.24042/terampil.v9i2.13575,Accred : Sinta 4,
The Relationship between Efficacy and Self-Regulation with Learning Outcomes in Elementary School Mathematics,Universitas Islam Negeri Raden Intan Lampung,"TERAMPIL: Jurnal Pendidikan dan Pembelajaran Dasar Vol 9, No 2 (2022): TERAMPIL205-214",2022,DOI: 10.24042/terampil.v9i2.13575,Accred : Sinta 4,
Apakah Perbedaan Gaya Kepemimpinan dan Skema Kompensasi Mempengaruhi Negosiasi Harga Transfer?,Pusat P2M Politeknik Negeri Batam,Journal of Applied Accounting and Taxation Vol 7 No 2 (2022): Journal of Applied Accounting and Taxation (JAAT)62-69,2022,DOI: 10.30871/jaat.v7i2.4390,Accred : Sinta 3,
Does Flypaper Effect Really Exist? Evidence From Government Budget in East Indonesia,Universitas Teknologi Yogyakarta,"Jurnal Internasional Bisnis, Humaniora, Pendidikan dan Ilmu Sosial Vol 4 No 2 (2022): International Journal of Business, Humanities, Education and Social Sciences46-52",2022,DOI: 10.46923/ijbhes.v4i2.185,Accred : Sinta 5,
Polymorphism of Prolactin Gene (PRL/PstI) In Sikumbang Jonti Duck Using PCR-RFLP Methods,Universitas Bengkulu,Jurnal Sain Peternakan Indonesia Vol 17 No 3 (2022)170-174,2022,DOI: 10.31186/jspi.id.17.3.170-174,Accred : Sinta 3,
Determinan Perilaku Kewirausahaan: Studi pada Rumah Tangga di Indonesia,Universitas Gadjah Mada,"Jurnal Kawistara Vol 12, No 1 (2022)17-32",2022,DOI: 10.22146/kawistara.70126,Accred : Sinta 2,
"Pola Pertumbuhan dan Faktor Kondisi Ikan Selangat (Anodontostoma chacunda, Hamilton 1822) di Perairan Pantai Senggarang, Tanjungpinang","Program Studi Manajemen Sumberdaya Perairan, Fakultas Ilmu Kelautan dan Perikanan, Universitas Maritim Raja Ali Haji",Akuatiklestari Vol 6 No 1 (2022): Jurnal Akuatiklestari42-47,2022,DOI: 10.31629/akuatiklestari.v6i1.5470,Accred : Sinta 4,
Analisis Penerapan Model Pembelajaran Blended Lerarning Masa Covid 19 di SMA Swasta Bandar Lampung,Arden Jaya Publisher,Arus Jurnal Pendidikan Vol 2 No 2: Agustus (2022)72-78,2022,DOI: 10.57250/ajup.v2i2.61,Accred : Unknown,
Studi Kasus Dampak Penerapan E-Government Terhadap Generation Z di Kota Palembang,Universitas Islam Sumatera Utara,"InfoTekJar : Jurnal Nasional Informatika dan Teknologi Jaringan Vol 6, No 2 (2022): InfoTekJar Maret321-324",2022,DOI: 10.30743/infotekjar.v6i2.5020,Accred : Sinta 3,
IMPLIKASI KONSEP TAâLIM MENURUT TAFSIR AL MISBAH,Yayasan Insan Cipta Medan,PENDIS (Jurnal Pendidikan Ilmu Sosial) Vol. 1 No. 2 (2022): Agustus,2022,DOI: 10.61721/pendis.v1i2.68,Accred : Unknown,
PERAN ORANG TUA DALAM MEWUJUDKAN GENERASI MILENIAL YANG GOOD CITIZENSHIP DI LAUT DENDANG,Yayasan Insan Cipta Medan,Educandumedia: Jurnal Ilmu pendidikan dan kependidikan Vol. 1 No. 2 (2022),2022,DOI: 10.61721/educandumedia.v1i2.18,Accred : Unknown,
Analisa Dampak Masuknya Photovoltaic (PV) Dalam Skala Besar Terhadap Performa Sistem Tenaga Listrik,"Department of Electrical Engineering, Faculty of Engineering, Universitas Lampung",Electrician : Jurnal Rekayasa dan Teknologi Elektro Vol. 16 No. 1 (2022)31-35,2022,DOI: -,Accred : Unknown,
Jaringan Ulama: Penyebaran dan Pembaharuan Pendidikan Islam di Nusantara,Medan Resource Center,Islamic Education Vol. 2 No. 2 (2022)44-50,2022,DOI: 10.57251/ie.v2i2.380,Accred : Unknown,
PENGARUH PENERAPAN MEDIA PEMBELAJARAN BERBASIS AUTOPLAY MEDIA STUDIO 8 TERHADAP AKTIVITAS BELAJAR SISWA DI KELAS X MAS NU SIBUHUAN,"Program Studi Pendidikan Fisika, Institut Pendidikan Tapanuli Selatan",JURNAL PhysEdu (PHYSICS EDUCATION) Vol 4 No 1 (2022): Vol 4 No 1 Maret 202211,2022,DOI: -,Accred : Unknown,
UJI KELAYAKAN PENILAIAN PROYEK BERBASIS PENDEKATAN SAINTIFIK UNTUK MENINGKATKAN KEMAMPUAN BERPIKIR KRITIS ABAD 21 MAHASISWA PADA MATA KULIAH METODOLOGI PENELITIAN,"Fakultas Keguruan Dan Ilmu Pendidikan, UM-Tapsel","Eksakta : Jurnal Penelitian dan Pembelajaran MIPA Vol 7, No 1 (2022): Eksakta : Jurnal Penelitian dan Pembelajaran MIPA140-145",2022,DOI: 10.31604/eksakta.v7i1.140-145,Accred : Sinta 5,
PENGARUH PENERAPAN MEDIA PEMBELAJARAN BERBASIS AUTOPLAY MEDIA STUDIO 8 TERHADAP AKTIVITAS BELAJAR SISWA DI KELAS X MAS NU SIBUHUAN,"Program Studi Pendidikan Fisika, Institut Pendidikan Tapanuli Selatan",JURNAL PhysEdu (PHYSICS EDUCATION) Vol 4 No 1 (2022): Vol 4 No 1 Maret 202211,2022,DOI: 10.37081/physedu.v4i1.2966,Accred : Unknown,
PENGARUH PENERAPAN MEDIA PEMBELAJARAN BERBASIS AUTOPLAY MEDIA STUDIO 8 TERHADAP AKTIVITAS BELAJAR SISWA DI KELAS X MAS NU SIBUHUAN,"Program Studi Pendidikan Fisika, Institut Pendidikan Tapanuli Selatan",JURNAL PhysEdu (PHYSICS EDUCATION) Vol 4 No 1 (2022): Vol 4 No 1 Maret 202211,2022,DOI: 10.37081/physedu.v4i1.2966,Accred : Unknown,
Legalitas Literasi Financial Techology: Peer to Peer Lending Berdasarkan Perspektif Hukum Ekonomi Syariâah,Fakultas Ekonomi dan Bisnis Islam Institut Agama Islam Negeri Meto,Adzkiya : Jurnal Hukum dan Ekonomi Syariah Vol 10 No 02 (2022): Adzkiya: Jurnal Hukum dan Ekonomi Syariah149-160,2022,DOI: 10.32332/adzkiya.v10i02.4499,Accred : Unknown,
Permasalahan Keterlibatan Militer dalam Penegakan Protokol Kesehata,Program Studi Ilmu Pemerintahan Universitas Muhammadiyah Buton,Kybernan: Jurnal Studi Kepemerintahan Vol 5 No 1 (2022): April 202280 - 87,2022,DOI: 10.35326/kybernan.v5i1.2119,Accred : Sinta 4,
Improving Learning Outcomes using Electronic-Crossword Puzzle Learning Media in Online Learning,Budapest International Research and Critics University,"Budapest International Research and Critics Institute-Journal (BIRCI-Journal) Vol 5, No 3 (2022): Budapest International Research and Critics Institute August",2022,DOI: 10.33258/birci.v5i3.6521,Accred : Sinta 3,
Sales Digital Cashier Application Development Using Website (Case Study : Gogo Bakery),"Universitas Muhammadiyah Sumatera Utara, Indonesia","Journal of Computer Science, Information Technology and Telecommunication Engineering Vol 3, No 1 (2022)256-264",2022,DOI: 10.30596/jcositte.v3i1.9411,Accred : Sinta 4,
Performance Analysis Of Support Vector Machine In Identifying Comments And Ratings On E-Commerce,Institute of Computer Science (IOCS),International Journal of Basic and Applied Science Vol. 11 No. 1 (2022): June: Basic and Applied Science37-46,2022,DOI: 10.35335/ijobas.v11i1.79,Accred : Sinta 5,
Pemanfaatan metode forward chaining dalam mendiagnosa penyakit balita,Akademi Manajemen Informatika dan Komputer Widya Loka Medan,Jurnal Sains dan Teknologi Widyaloka (JSTekWid) Vol. 1 No. 1 (2022): JSTekWid (January 2022)89-101,2022,DOI: 10.54593/jstekwid.v1i1.65,Accred : Unknown,
Pemanfaatan metode fuzzy mamdani dalam deteksi penyakit manusia melalui gejala dan pola,Akademi Manajemen Informatika dan Komputer Widya Loka Medan,Jurnal Sains dan Teknologi Widyaloka (JSTekWid) Vol. 1 No. 1 (2022): JSTekWid (January 2022)102-117,2022,DOI: 10.54593/jstekwid.v1i1.66,Accred : Unknown,
Pemanfaatan metode forward chaining dalam diagnosa penyakit mata manusia,Akademi Manajemen Informatika dan Komputer Widya Loka Medan,Jurnal Sains dan Teknologi Widyaloka (JSTekWid) Vol. 1 No. 1 (2022): JSTekWid (January 2022)118-134,2022,DOI: 10.54593/jstekwid.v1i1.67,Accred : Unknown,
Sistem Penunjang Keputusan Seleksi Calon Karyawan Menggunakan Metode SAW (Simple Additive Weighting) Pada PT. Delta Kristalis,Universitas Sari Mutiara Indonesia Medan,Jurnal Mahajana Informasi Vol 7 No 2 (2022): JURNAL MAHAJANA INFORMASI159 - 165,2022,DOI: 10.51544/jurnalmi.v7i2.3600,Accred : Sinta 5,
Pengklasifikasian Diagnosa Penyakit Pasien Pengguna BPJS Kesehatan Menggunakan Algoritma C4.5,Akademi Manajemen Informatika dan Komputer PARBINA NUSANTARA Pematangsiantar,Jurnal Bisantara Informatika Vol. 6 No. 1 (2022): Jurnal Bisantara Informatika Vol 6 No 1 Tahun 2022,2022,DOI: -,Accred : Unknown,
The effectiveness of cassava leaf meal (Manihot esculenta Crantz) in feed with enzymes supplementation on Broiler digestive organs,"Faculty of Animal Science, Universitas Brawijaya",Jurnal Ilmu-Ilmu Peternakan (Indonesian Journal of Animal Science) Vol. 32 No. 2 (2022): August 2022264-273,2022,DOI: 10.21776/ub.jiip.2022.032.02.12,Accred : Sinta 2,
"Spatial modeling for the potential location of a rubber processing factory in East Ogan Komering Ulu (OKU) Regency, South Sumatra Province",Universitas Negeri Malang,"Jurnal Pendidikan Geografi: Kajian, Teori, dan Praktek dalam Bidang Pendidikan dan Ilmu Geografi Vol 27, No 2 (2022)137-150",2022,DOI: 10.17977/um017v27i22022p137-150,Accred : Sinta 2,
A FRAMEWORK FOR LEARNING GEOGRAPHY ONLINE STRATEGY IN 21ST CENTURY LEARNING: A LITERATURE REVIEW,Journal Learning Geography,"Journal Learning Geography Vol 3, No 1 (2022): Journal Learning Geography (JLG)48-58",2022,DOI: -,Accred : Unknown,
"SOSIALISASI PEMANFAATAN TEKNOLOGI DIGITAL BERBASIS WEBSITE UNTUK MENUNJANG KEGIATAN UMKM DI DESA MARGO LESTARI, KECAMATAN JATI AGUNG, KABUPATEN LAMPUNG SELATAN",Lembaga Penelitian dan Pengabdian Kepada Masyarakat,Jurnal Media Pengabdian Kepada Masyarakat Vol. 1 No. 2 (2022): JM-PKM65-71,2022,DOI: 10.37090/jmpkm.v1i2.743,Accred : Unknown,
"The Effect of Different Agroecological Zones on Body Weight Change, Litter Size, and Profitability of Bligon Goats in Bantul Regency, Special Region of Yogyakarta","Faculty of Animal Science, Universitas Gadjah Mada","Buletin Peternakan Vol 46, No 3 (2022): BULETIN PETERNAKAN VOL. 46 (3) AUGUST 2022202-210",2022,DOI: 10.21059/buletinpeternak.v46i3.70310,Accred : Sinta 2,
Rancang Bangun Sistem Penjualan Barang Pada Toko Dinda Collection Menggunakan Pemograman Java,Pustaka Galeri Mandiri,Jurnal Pustaka AI (Pusat Akses Kajian Teknologi Artificial Intelligence) Vol 2 No 1 (2022): Pustaka AI (Pusat Akses Kajian Teknologi Artificial Intelligence31-37,2022,DOI: -,Accred : Unknown,
Analysis Of Employee Discipline Based On Digital Attendance With The K-Means Algorithm Method,Universitas Islam Kuantan Singingi,"JURNAL TEKNOLOGI DAN OPEN SOURCE Vol 5 No 2 (2022): Jurnal Teknologi dan Open Source, December 2022115 - 135",2022,DOI: 10.36378/jtos.v5i2.2628,Accred : Sinta 4,
Penggunaan Aplikasi Zoom Meeting dan Google Meet Selama Work From Home Di Masa Pandemi,Jurnal Pustaka Paket (Pusat Akses Kajian Pengabdian Komputer dan Teknik),Jurnal Pustaka Paket (Pusat Akses Kajian Pengabdian Komputer dan Teknik) Vol 1 No 1 (2022): Jurnal Pustaka PAKET1 - 5,2022,DOI: -,Accred : Unknown,
PENGARUH TINDAKAN KONSERVASI TANAH DAN APLIKASI PUPUK ORGANONITROFOS TERHADAP KEHILANGAN UNSUR HARA DAN BAHAN ORGANIK PADA FASE GENERATIF PERTANAMAN SINGKONG (Manihot esculenta Crantz.) DI LABORATORIUM LAPANG TERPADU FAKULTAS PERTANIAN UNIVERSITAS LAMPUNG,"Departement of Agrotechnology, Agriculture Faculty, Universitas Lampung","Jurnal Agrotek Tropika Vol 9, No 1 (2021): JURNAL AGROTEK TROPIKA VOL 9, JANUARI 202185 - 90",2021,DOI: 10.23960/jat.v9i1.4787,Accred : Sinta 2,
EFEKTIVITAS PEMBERIAN BAHAN PEMBENAH TANAH TERHADAP DISTRIBUSI AGREGAT DI LAHAN KERING MASAM PADA PERTANAMAN KEDELAI,"Departement of Agrotechnology, Agriculture Faculty, Universitas Lampung","Jurnal Agrotek Tropika Vol 9, No 2 (2021): JURNAL AGROTEK TROPIKA VOL 9, MEI 2021251 - 259",2021,DOI: 10.23960/jat.v9i2.4996,Accred : Sinta 2,
PENGARUH VARIASI KADAR PEREKAT TAPIOKA TERHADAP KARAKTERISTIK BRIKET ARANG LIMBAH KAYU SENGON (Falcataria mollucana): The Influence of Adhesive Content Variation on the Characteristics of Sengon (Falcatataria moluccana) Wood Charcoal Briquettes,Forestry Faculty of Universitas Hasanuddin,"PERENNIAL Vol. 17 No. 1 (2021): Vol. 17 No. 1, April 20215-11",2021,DOI: 10.24259/perennial.v17i1.13504,Accred : Sinta 4,
Interaksi Perlakuan Dosis Dan Suhu Pirolisis Pembuatan Biochar Kayu Meranti (Shorea spp.) Mempengaruhi Kecepatan Tumbuh Sengon (Paraserianthes moluccana),Fakultas Kehutanan Universitas Mulawarman,"ULIN: Jurnal Hutan Tropis Vol 5, No 2 (2021)86-97",2021,DOI: 10.32522/ujht.v5i2.5782,Accred : Sinta 4,
"Water Retention and Saturation Degree of Peat Soil in Sebangau Catchment Area, Central Kalimantan",UNIVERSITY OF LAMPUNG,"JOURNAL OF TROPICAL SOILS Vol 26, No 1: January 202129-42",2021,DOI: 10.5400/jts.2021.v26i1.29-42,Accred : Sinta 2,
"ANALISIS TEMUAN PATROLI POLISI HUTAN TERHADAP PERBURUAN SATWA LIAR DI RESORT WAY KANAN, TAMAN NASIONAL WAY KAMBAS",Forestry Study Program University Of Mataram,Jurnal Belantara Vol 4 No 2 (2021)186-194,2021,DOI: 10.29303/jbl.v4i2.680,Accred : Sinta 3,
Pengaruh Kadar Perekat Terhadap Karakteristik Briket Arang Limbah Kayu Karet (Hevea brasiliensis Muell. Arg),The University of Lampung,"Jurnal Teknik Pertanian Lampung (Journal of Agricultural Engineering) Vol 10, No 3 (2021): September283-295",2021,DOI: 10.23960/jtep-l.v10i3.283-295,Accred : Sinta 2,
KARBON TERSIMPAN DI TATA GUNA LAHAN SUB-SUB DAS KHILAU DAS SEKAMPUNG,Lambung Mangkurat University-Indonesia,"Jurnal Hutan Tropis Vol 9, No 1 (2021): Jurnal Hutan Tropis Volume 9 No 1 Edisi Maret 202175-87",2021,DOI: 10.20527/jht.v9i1.10475,Accred : Sinta 3,
Sebaran Tanaman Bambu Di Blok Pemanfaatan Taman Hutan Raya Wan Abdul Rachman Provinsi Lampung,Fakultas Kehutanan Universitas Mulawarman,"ULIN: Jurnal Hutan Tropis Vol 5, No 2 (2021)50-56",2021,DOI: 10.32522/ujht.v5i2.5211,Accred : Sinta 4,
Penggunaan Citra DEMNAS untuk Desain Pola Tanam Alley Cropping pada Lahan Garapan Anggota KPPH Talang Mulya Kabupaten Pesawaran Provinsi Lampung,Fakultas Kehutanan Universitas Mulawarman,"ULIN: Jurnal Hutan Tropis Vol 5, No 1 (2021)33-40",2021,DOI: 10.32522/ujht.v5i1.4390,Accred : Sinta 4,
Revegetation ofÂ Critical Land with Gaharu (Aquilaria malaccensis)Â underÂ Various Ameliorants Application,UNIVERSITY OF LAMPUNG,"JOURNAL OF TROPICAL SOILS Vol 26, No 1: January 202119-28",2021,DOI: 10.5400/jts.2021.v26i1.19-28,Accred : Sinta 2,
TINGKAT ASOSIASI JENIS-JENIS BENALU DENGAN POHON INANGNYA DI BLOK KOLEKSI TAMAN HUTAN RAYA WAN ABDUL RACHMA,Lambung Mangkurat University-Indonesia,"Jurnal Hutan Tropis Vol 9, No 2 (2021): JURNAL HUTAN TROPIS VOLUME 9 NOMER 2 EDISI JULI 2021445-453",2021,DOI: 10.20527/jht.v9i2.11296,Accred : Sinta 3,
RESPON PERTUMBUHAN TANAMAN SENGON (PARASERIANTHES FALCATARIA) TERHADAP PEMBERIAN AMELIORAN PADA MEDIA CAMPURAN TANAH PASCATAMBANG BATU KAPUR,Lambung Mangkurat University-Indonesia,"Jurnal Hutan Tropis Vol 9, No 3 (2021): JURNAL HUTAN TROPIS VOLUME 9 NOMER 3 EDISI NOVEMBER 2021262-270",2021,DOI: 10.20527/jht.v9i3.12314,Accred : Sinta 3,
KEANEKARAGAMAN JENIS POHON SEBAGAI SALAH SATU INDIKATOR KESEHATAN HUTAN LINDUNG (Studi Kasus di Kawasan Hutan Lindung yang Dikelola oleh HKm Beringin Jaya),Forestry Study Program University Of Mataram,Jurnal Belantara Vol 4 No 1 (2021)89-97,2021,DOI: 10.29303/jbl.v4i1.601,Accred : Sinta 3,
Identifikasi Perubahan Penggunaan Lahan Agroforestri di Pulau Pahawang,Universitas Bangka Belitung,Journal of Tropical Marine Science Vol 4 No 1 (2021): Journal of Tropical Marine Science1-8,2021,DOI: 10.33019/jour.trop.mar.sci.v4i1.2037,Accred : Sinta 3,
PEMETAAN GEOGRAPHIC INFORMATION SYSTEM (GIS) KERUSAKAN POHON PADA BERBAGAI FUNGSI HUTAN DI PROVINSI LAMPUNG,"Program Studi Manajemen Hutan, Pascasarjana Universitas Pattimura",JURNAL HUTAN PULAU-PULAU KECIL Vol 5 No 1 (2021): JHPPK56-67,2021,DOI: 10.30598/jhppk.v5i1.4005,Accred : Sinta 5,
"HEMOCYTE PROFILE OF SUSUH KURA (Sulcospira Testudinaria) IN ORDER TO EVALUATE THE WATER QUALITY OF BADHER BANK CONSERVATION AREA, TAWANGREJO VILLAGE, BINANGUN DISTRICT, BLITAR",JFMR (Journal of Fisheries and Marine Research),"JFMR (Journal of Fisheries and Marine Research) Vol 5, No 1 (2021): JFMR VOL 5 NO.1106-118",2021,DOI: 10.21776/ub.jfmr.2021.005.01.16,Accred : Sinta 4,
"SIMPANAN KARBON SEBAGAI SALAH SATU INDIKATOR KESEHATAN HUTAN PADA HUTAN RAKYAT (Studi Kasus di Hutan Rakyat Kelurahan Pinang Jaya, Kecamatan Kemiling, Kota Bandar Lampung, Provinsi Lampung)",Forestry Study Program University Of Mataram,Jurnal Belantara Vol 4 No 2 (2021)164-175,2021,DOI: 10.29303/jbl.v4i2.636,Accred : Sinta 3,
ZN Games Model To Enhance Long Jump Skill For Junior High School Students,Universitas PGRI Palembang,"Halaman Olahraga Nusantara : Jurnal Ilmu Keolahragaan Vol 4, No 2 (2021): Halaman Olahraga Nusantara (Jurnal Ilmu Keolahragaan)226-239",2021,DOI: 10.31851/hon.v4i2.5311,Accred : Sinta 3,
PENGEMBANGAN MODEL PEMBELAJARAN TGFU UNTUK MENINGKATKAN TEKNIK DASAR SEPAK CUNGKIL DAN SEPAK SILA SEPAK TAKRAW,"Prodi Pendidikan Jasmani Kesehatan dan Rekreasi, Universitas PGRI Banyuwangi",Jurnal Kesehatan Jasmani dan Olahraga (KEJAORA) Vol 6 No 2 (2021): Jurnal Kejaora (Kesehatan Jasmani dan Olah Raga)271-278,2021,DOI: 10.36526/kejaora.v6i2.1523,Accred : Sinta 4,
Penyuluhan Kesehatan dan Donor Darah Mewujudkan Masyarakat Desa Peduli Pencegahan COVID-19,LPPM ITATS,"JPP IPTEK (Jurnal Pengabdian dan Penerapan IPTEK) Vol 5, No 1 (2021)25-34",2021,DOI: 10.31284/j.jpp-iptek.2021.v5i1.1425,Accred : Sinta 4,
ANALISIS OBYEK DAYA TARIK WISATA (ODTW) DAN INTERPRETASI JALUR EKOWISATA ELEPHANT TOUR DI PUSAT LATIHAN GAJAH TAMAN NASIONAL WAY KAMBAS,Lambung Mangkurat University-Indonesia,"Jurnal Hutan Tropis Vol 9, No 2 (2021): JURNAL HUTAN TROPIS VOLUME 9 NOMER 2 EDISI JULI 2021270-281",2021,DOI: 10.20527/jht.v9i2.11275,Accred : Sinta 3,
"HEMOCYTE PROFILE OF SUSUH KURA (Sulcospira Testudinaria) IN ORDER TO EVALUATE THE WATER QUALITY OF BADHER BANK CONSERVATION AREA, TAWANGREJO VILLAGE, BINANGUN DISTRICT, BLITAR",JFMR (Journal of Fisheries and Marine Research),JFMR (Journal of Fisheries and Marine Research) Vol. 5 No. 1 (2021): JFMR106-118,2021,DOI: 10.21776/ub.jfmr.2021.005.01.16,Accred : Sinta 4,
Sistem Produksi Bersih dan Terintegrasi Untuk Pengolahan Kopi Lampung untuk Meningkatkan Daya Saing dan Mutu Produk,"Fakultas Teknik, Universitas Lampung","Jurnal Teknologi dan Inovasi Industri (JTII) Vol 2, No 1 (2021)",2021,DOI: 10.23960/jtii.v2i1.29,Accred : Unknown,
"Kinerja Penyuluh Pertanian Lapangan, Kepuasan Petani, dan Produktivitas Usahatani Jagung di Kecamatan Natar, Kabupaten Lampung Selatan","Fakultas Pertanian, Universitas Lampung",Suluh Pembangunan : Journal of Extension and Development Vol 3 No 2 (2021): Suluh Pembangunan : Journal of Extension and Development117-125,2021,DOI: 10.23960/jsp.Vol1.No2.2019.25,Accred : Sinta 4,
ANALISIS USAHATANI DAN KETAHANAN PANGAN RUMAH TANGGA PETANI KUBIS DI KECAMATAN SUMBEREJO KABUPATEN TANGGAMUS,Lampung University,"Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science Vol 9, No 1 (2021)9-16",2021,DOI: 10.23960/jiia.v9i1.4813,Accred : Sinta 4,
KONDISI SOSIAL EKONOMI BURUH PENGRAJIN BATU BATA DI KELURAHAN CAMPANG RAYA KECAMATAN SUKABUMI KOTA BANDAR LAMPUNG,UNIVERSITAS SEBELAS MARET (UNS),"Jurnal Analisa Sosiologi Vol 10, No 1 (2021)",2021,DOI: 10.20961/jas.v10i1.42172,Accred : Sinta 3,
Pola Adaptasi dan Kemandirian Perempuan Kepala Keluarga Pasca Perceraian,Jayapangus Press,Ganaya : Jurnal Ilmu Sosial dan Humaniora Vol 4 No 1 (2021)1-9,2021,DOI: -,Accred : Sinta 4,
Hubungan Performa Kerja Petani Dengan Produktivitas Padi di Desa Sidosari Kecamatan Natar Kabupaten Lampung Selatan,"Fakultas Pertanian, Universitas Lampung",Suluh Pembangunan : Journal of Extension and Development Vol 3 No 1 (2021): Suluh Pembangunan : Journal of Extension and Development28-35,2021,DOI: 10.23960/jsp.Vol3.No1.2021.75,Accred : Sinta 4,
Kondisi Sosial Ekonomi Buruh Keluarga Pengrajin Batu Bata,Politeknik Kesejahteraan Sosial Bandung,Peksos: Jurnal Ilmiah Pekerjaan Sosial Vol 20 No 1 (2021): PEKSOS121-129,2021,DOI: 10.31595/peksos.v20i1.354,Accred : Unknown,
Dinamika Kelompok Tani dan Keberhasilan Program Asuransi Usahatani Padi di Pekon Tulung Agung Kecamatan Gadingrejo Kabupaten Pringsewu,"Fakultas Pertanian, Universitas Lampung",Suluh Pembangunan : Journal of Extension and Development Vol 3 No 2 (2021): Suluh Pembangunan : Journal of Extension and Development95-104,2021,DOI: 10.23960/jsp.Vol3.No2.2021.112,Accred : Sinta 4,
